12,500	12,600	12,600	12,400	3,980	30,000
12,500	12,600	12,600	12,400	3,980	30,000
12,500	12,600	12,600	12,400	3,980	30,000
12,500	12,600	12,600	12,400	3,980	30,000
12,500	12,600	12,600	12,400	3,990	30,000
12,500	12,600	12,600	12,400	3,990	30,000
12,500	12,600	12,600	12,400	3,990	30,000
12,500	12,600	12,600	12,400	3,990	30,000
12,500	12,600	12,600	12,400	4,000	30,000
12,500	12,600	12,600	12,400	3,990	30,000
12,500	12,600	12,600	12,400	3,990	30,000
12,500	12,600	12,600	12,400	3,990	30,000
12,500	12,600	12,600	12,400	3,990	30,000
12,500	12,600	12,600	12,400	3,990	30,000
12,600	12,600	12,600	12,400	4,000	30,000
12,600	12,600	12,600	12,400	3,990	30,000
12,600	12,600	12,600	12,400	3,990	30,000
12,600	12,600	12,600	12,400	4,000	30,000
12,600	12,600	12,600	12,400	3,990	30,000
12,600	12,600	12,600	12,400	4,000	30,000
12,700	12,700	12,600	12,400	3,990	30,000
12,700	12,700	12,600	12,400	3,990	30,000
12,700	12,700	12,600	12,400	3,990	30,000
12,800	12,700	12,600	12,400	3,980	30,000
12,900	12,800	12,600	12,400	3,990	30,000
13,000	12,800	12,600	12,400	3,990	30,000
13,100	12,900	12,600	12,400	4,000	30,000
13,100	12,900	12,600	12,400	4,000	30,000
13,200	12,900	12,600	12,400	3,990	30,000
13,300	13,000	12,600	12,400	3,990	30,000
13,400	13,100	12,600	12,400	3,980	30,000
13,500	13,200	12,600	12,400	3,990	30,000
13,500	13,400	12,600	12,400	3,990	30,000
13,700	13,500	12,600	12,400	3,990	30,000
13,900	13,600	12,700	12,400	4,000	30,000
14,000	13,700	12,700	12,400	4,000	30,000
14,100	13,900	12,700	12,400	4,010	30,000
14,300	14,000	12,700	12,400	4,010	30,000
14,400	14,100	12,700	12,400	4,010	30,000
14,500	14,200	12,700	12,400	4,010	30,000
14,600	14,300	12,700	12,400	3,990	30,000
14,700	14,400	12,800	12,400	4,000	30,000
14,800	14,600	12,800	12,400	4,000	30,000
14,900	14,700	12,900	12,400	4,000	30,000
14,900	14,900	12,900	12,400	4,000	30,000
15,100	15,100	12,900	12,400	4,000	30,000
15,400	15,300	12,900	12,400	4,000	30,000
15,600	15,500	13,000	12,400	4,010	30,000
15,800	15,600	13,000	12,400	4,010	30,000
16,100	15,700	13,100	12,400	4,000	30,000
16,200	15,900	13,100	12,400	4,000	30,000
16,200	16,200	13,100	12,400	4,000	30,000
16,400	16,400	13,200	12,400	4,000	30,000
16,600	16,500	13,300	12,400	4,010	30,000
16,800	16,600	13,400	12,400	4,010	30,000
17,000	16,800	13,500	12,400	4,000	30,000
17,100	17,100	13,500	12,400	4,010	30,000
17,300	17,300	13,600	12,400	4,010	30,000
17,400	17,500	13,700	12,400	4,010	30,000
17,500	17,700	13,700	12,400	4,000	30,000
17,700	17,900	13,800	12,400	4,000	30,000
17,800	17,800	13,900	12,400	4,010	30,000
18,000	18,000	14,000	12,400	4,000	30,000
18,200	18,100	14,100	12,400	4,000	30,000
18,300	18,300	14,300	12,400	4,010	30,000
18,500	18,500	14,400	12,400	4,000	30,000
18,800	18,700	14,600	12,400	4,010	30,000
18,900	18,900	14,600	12,400	4,010	30,000
19,000	19,100	14,700	12,400	4,010	30,000
19,100	19,200	14,800	12,400	4,010	30,000
19,200	19,400	15,000	12,400	4,000	30,000
19,400	19,400	15,100	12,400	4,000	30,000
19,600	19,500	15,200	12,400	4,000	30,000
19,700	19,600	15,300	12,400	4,000	30,000
19,800	19,800	15,400	12,400	4,000	30,000
19,900	19,900	15,600	12,400	4,010	30,000
20,100	20,100	15,800	12,400	4,010	30,000
20,200	20,200	15,900	12,400	3,980	30,000
20,300	20,300	16,100	12,400	4,010	30,000
20,400	20,400	16,300	12,400	3,990	30,000
20,500	20,500	16,400	12,400	3,990	30,000
20,700	20,600	16,500	12,400	4,010	30,000
20,900	20,800	16,600	12,400	3,990	30,000
21,000	20,900	16,700	12,400	3,990	30,000
21,200	21,100	16,900	12,400	4,000	30,000
21,300	21,300	17,000	12,400	3,990	30,000
21,400	21,400	17,100	12,400	4,000	30,000
21,500	21,500	17,200	12,400	4,000	30,000
21,500	21,500	17,400	12,400	4,010	30,000
21,500	21,700	17,500	12,400	4,020	30,000
21,500	21,700	17,600	12,400	4,000	30,000
21,700	21,800	17,800	12,400	4,010	30,000
21,800	21,900	17,900	12,400	4,000	30,000
21,900	22,000	18,000	12,400	4,010	30,000
22,000	22,100	18,200	12,400	4,010	30,000
22,200	22,100	18,300	12,400	4,000	30,000
22,200	22,300	18,300	12,400	4,010	30,000
22,300	22,400	18,400	12,400	4,020	30,000
